L1p,L1s,L3p,L3s,Lm,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,2.1e-05,3.5e-05,0.0429,-6.327,-5.24,10.76,0.979,0.477,0.426
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,2.5e-05,0.0331,-2.915,-6.91,16.81,1.898,1.468,3.357
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,1e-05,0.0247,-3.562,-1.58,23.28,0.521,0.445,-2.417
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,1.5e-05,0.0275,-3.227,-4.76,23.34,1.601,1.401,2.545
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,2e-05,0.0303,-2.981,-9.98,20.86,2.17,1.846,3.888
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,3e-05,0.0359,-2.889,-4.44,12.58,1.35,0.793,1.957
5e-10,5e-10,1.2e-09,4e-10,5e-11,1.6e-05,3.5e-05,0.0386,-2.874,-3.42,8.92,0.771,0.287,-0.378
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,2.5e-05,0.0338,-5.313,-6.35,16.69,1.931,1.532,3.438
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,1e-05,0.0255,-5.79,-1.38,17.85,0.478,0.404,-2.781
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,1.5e-05,0.0283,-5.321,-3.48,19.9,1.524,1.301,2.346
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,2e-05,0.0311,-5.255,-7.94,19.69,2.174,1.814,3.906
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,3e-05,0.0366,-5.378,-4.22,13.0,1.437,0.939,2.222
5e-10,5e-10,1.2e-09,4e-10,5e-11,2.1e-05,3.5e-05,0.0394,-5.441,-3.29,9.7,0.907,0.405,0.307
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,2.5e-05,0.0331,-2.898,-7.67,17.16,1.928,1.503,3.418
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,1e-05,0.0247,-3.689,-1.67,23.84,0.524,0.447,-2.394
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,1.5e-05,0.0275,-3.215,-4.95,23.74,1.547,1.383,2.391
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,2e-05,0.0303,-2.96,-10.89,21.19,2.162,1.86,3.865
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,3e-05,0.0358,-2.873,-4.92,12.99,1.372,0.823,2.019
5e-10,5e-10,1.2e-09,4e-10,1e-10,1.6e-05,3.5e-05,0.0386,-2.859,-3.79,9.38,0.784,0.309,-0.307
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,2.5e-05,0.0338,-5.437,-6.93,17.0,1.963,1.574,3.502
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,1e-05,0.0255,-5.827,-1.4,18.19,0.477,0.409,-2.787
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,1.5e-05,0.0283,-5.374,-3.58,20.3,1.461,1.284,2.156
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,2e-05,0.0311,-5.348,-8.49,20.02,2.161,1.824,3.872
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,3e-05,0.0366,-5.522,-4.62,13.33,1.471,0.979,2.314
5e-10,5e-10,1.2e-09,4e-10,1e-10,2.1e-05,3.5e-05,0.0394,-5.599,-3.62,10.05,0.935,0.435,0.435
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,2.5e-05,0.033,-2.886,-8.52,17.47,1.953,1.522,3.466
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,1e-05,0.0247,-3.845,-1.76,24.35,0.525,0.447,-2.391
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,1.5e-05,0.0275,-3.202,-5.08,24.1,1.504,1.371,2.261
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,2e-05,0.0303,-2.944,-11.71,21.47,2.178,1.886,3.889
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,3e-05,0.0358,-2.864,-5.45,13.35,1.378,0.834,2.033
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,1.6e-05,3.5e-05,0.0386,-2.852,-4.19,9.79,0.785,0.32,-0.308
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,2.5e-05,0.0338,-5.594,-7.57,17.24,2.0,1.606,3.574
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,1e-05,0.0255,-5.866,-1.42,18.51,0.478,0.411,-2.783
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,1.5e-05,0.0283,-5.443,-3.69,20.67,1.41,1.277,1.996
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,2e-05,0.031,-5.47,-9.06,20.3,2.179,1.849,3.899
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,3e-05,0.0366,-5.7,-5.07,13.58,1.499,1.004,2.386
5e-10,5e-10,1.2e-09,4e-10,1.5e-10,2.1e-05,3.5e-05,0.0393,-5.794,-3.98,10.33,0.955,0.454,0.515
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,2.5e-05,0.033,-2.884,-9.44,17.73,1.961,1.524,3.478
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,1e-05,0.0247,-4.029,-1.86,24.81,0.533,0.449,-2.329
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,1.5e-05,0.0275,-3.189,-5.14,24.41,1.475,1.366,2.168
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,2e-05,0.0303,-2.935,-12.34,21.7,2.172,1.896,3.872
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,3e-05,0.0358,-2.865,-6.01,13.65,1.367,0.826,1.991
5e-10,5e-10,1.2e-09,4e-10,2e-10,1.6e-05,3.5e-05,0.0385,-2.855,-4.61,10.13,0.77,0.32,-0.397
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,2.5e-05,0.0338,-5.791,-8.29,17.41,2.018,1.622,3.607
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,1e-05,0.0255,-5.908,-1.44,18.83,0.486,0.414,-2.719
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,1.5e-05,0.0283,-5.533,-3.79,21.01,1.389,1.281,1.92
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,2e-05,0.031,-5.627,-9.62,20.51,2.168,1.856,3.875
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,3e-05,0.0365,-5.92,-5.55,13.76,1.509,1.01,2.407
5e-10,5e-10,1.2e-09,4e-10,2e-10,2.1e-05,3.5e-05,0.0393,-6.031,-4.36,10.52,0.956,0.456,0.517
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,2.5e-05,0.033,-2.893,-10.42,17.94,1.956,1.51,3.462
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,1e-05,0.0247,-4.237,-1.96,25.22,0.532,0.45,-2.335
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,1.5e-05,0.0275,-3.178,-5.14,24.66,1.441,1.349,2.063
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,2e-05,0.0302,-2.936,-12.67,21.89,2.142,1.884,3.81
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,3e-05,0.0358,-2.878,-6.6,13.9,1.345,0.8,1.915
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,1.6e-05,3.5e-05,0.0385,-2.87,-5.05,10.4,0.745,0.308,-0.539
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,2.5e-05,0.0338,-6.034,-9.07,17.51,2.022,1.622,3.609
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,1e-05,0.0255,-5.954,-1.46,19.14,0.489,0.418,-2.695
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,1.5e-05,0.0283,-5.65,-3.89,21.3,1.368,1.27,1.848
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,2e-05,0.031,-5.827,-10.15,20.65,2.138,1.843,3.814
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,3e-05,0.0365,-6.187,-6.08,13.86,1.507,0.995,2.393
5e-10,5e-10,1.2e-09,4e-10,2.5e-10,2.1e-05,3.5e-05,0.0393,-6.315,-4.77,10.62,0.945,0.444,0.457
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,2.5e-05,0.035,-2.911,-9.07,17.19,1.934,1.503,3.336
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,1e-05,0.0266,-3.56,-1.23,22.34,0.44,0.365,-3.245
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,1.5e-05,0.0294,-3.237,-3.73,22.68,1.4,1.215,1.87
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,2e-05,0.0322,-2.978,-10.41,20.88,2.112,1.786,3.673
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,3e-05,0.0378,-2.887,-5.19,12.91,1.414,0.85,2.056
5e-10,5e-10,1.2e-09,5e-10,5e-11,1.6e-05,3.5e-05,0.0405,-2.873,-3.75,9.14,0.817,0.314,-0.219
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,2.5e-05,0.0357,-5.304,-8.39,17.12,1.969,1.571,3.418
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,1e-05,0.0274,-5.793,-1.08,16.9,0.4,0.328,-3.644
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,1.5e-05,0.0302,-5.318,-2.73,19.16,1.332,1.12,1.667
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,2e-05,0.033,-5.238,-8.06,19.69,2.114,1.752,3.686
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,3e-05,0.0385,-5.377,-4.98,13.37,1.505,1.001,2.318
5e-10,5e-10,1.2e-09,5e-10,5e-11,2.1e-05,3.5e-05,0.0413,-5.442,-3.64,9.94,0.958,0.442,0.447
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,2.5e-05,0.035,-2.892,-10.13,17.5,1.958,1.529,3.383
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,1e-05,0.0266,-3.688,-1.3,22.91,0.443,0.367,-3.221
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,1.5e-05,0.0294,-3.224,-3.86,23.09,1.345,1.196,1.691
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,2e-05,0.0322,-2.955,-11.05,21.18,2.082,1.78,3.603
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,3e-05,0.0377,-2.871,-5.74,13.29,1.43,0.875,2.1
5e-10,5e-10,1.2e-09,5e-10,1e-10,1.6e-05,3.5e-05,0.0405,-2.858,-4.15,9.59,0.829,0.335,-0.162
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,2.5e-05,0.0357,-5.43,-9.19,17.39,1.995,1.604,3.466
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,1e-05,0.0274,-5.83,-1.09,17.24,0.4,0.331,-3.655
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,1.5e-05,0.0302,-5.368,-2.81,19.57,1.269,1.103,1.452
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,2e-05,0.0329,-5.329,-8.54,20.0,2.075,1.741,3.597
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,3e-05,0.0385,-5.522,-5.45,13.66,1.535,1.036,2.396
5e-10,5e-10,1.2e-09,5e-10,1e-10,2.1e-05,3.5e-05,0.0413,-5.601,-3.99,10.28,0.984,0.472,0.56
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,2.5e-05,0.0349,-2.881,-11.36,17.77,1.981,1.541,3.425
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,1e-05,0.0266,-3.846,-1.37,23.43,0.443,0.368,-3.224
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,1.5e-05,0.0294,-3.209,-3.95,23.45,1.3,1.182,1.536
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,2e-05,0.0322,-2.938,-11.44,21.43,2.079,1.792,3.59
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,3e-05,0.0377,-2.862,-6.35,13.62,1.432,0.881,2.099
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,1.6e-05,3.5e-05,0.0405,-2.851,-4.58,9.98,0.827,0.346,-0.173
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,2.5e-05,0.0357,-5.59,-10.11,17.59,2.027,1.63,3.528
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,1e-05,0.0274,-5.868,-1.11,17.57,0.399,0.335,-3.659
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,1.5e-05,0.0302,-5.434,-2.89,19.94,1.218,1.099,1.267
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,2e-05,0.0329,-5.45,-8.98,20.26,2.069,1.749,3.578
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,3e-05,0.0385,-5.703,-5.96,13.89,1.559,1.056,2.456
5e-10,5e-10,1.2e-09,5e-10,1.5e-10,2.1e-05,3.5e-05,0.0412,-5.798,-4.38,10.54,1.002,0.49,0.629
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,2.5e-05,0.0349,-2.878,-12.78,17.99,1.985,1.538,3.429
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,1e-05,0.0266,-4.033,-1.44,23.9,0.449,0.369,-3.167
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,1.5e-05,0.0294,-3.194,-3.99,23.76,1.271,1.174,1.431
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,2e-05,0.0321,-2.927,-11.52,21.62,2.059,1.789,3.543
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,3e-05,0.0377,-2.863,-7.02,13.91,1.417,0.869,2.049
5e-10,5e-10,1.2e-09,5e-10,2e-10,1.6e-05,3.5e-05,0.0405,-2.854,-5.06,10.31,0.81,0.345,-0.266
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,2.5e-05,0.0357,-5.79,-11.16,17.73,2.038,1.639,3.548
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,1e-05,0.0274,-5.909,-1.12,17.89,0.405,0.338,-3.602
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,1.5e-05,0.0302,-5.521,-2.97,20.28,1.199,1.098,1.188
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,2e-05,0.0329,-5.607,-9.37,20.45,2.043,1.742,3.52
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,3e-05,0.0384,-5.926,-6.54,14.05,1.566,1.057,2.467
5e-10,5e-10,1.2e-09,5e-10,2e-10,2.1e-05,3.5e-05,0.0412,-6.036,-4.8,10.72,1.002,0.491,0.624
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,2.5e-05,0.0349,-2.888,-14.42,18.16,1.977,1.52,3.406
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,1e-05,0.0266,-4.246,-1.52,24.31,0.447,0.37,-3.186
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,1.5e-05,0.0294,-3.18,-3.98,24.01,1.238,1.154,1.31
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,2e-05,0.0321,-2.926,-11.31,21.77,2.015,1.765,3.449
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,3e-05,0.0377,-2.877,-7.74,14.13,1.392,0.84,1.966
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,1.6e-05,3.5e-05,0.0404,-2.87,-5.55,10.58,0.785,0.333,-0.405
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,2.5e-05,0.0357,-6.038,-12.37,17.78,2.038,1.635,3.544
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,1e-05,0.0274,-5.954,-1.14,18.2,0.407,0.34,-3.588
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,1.5e-05,0.0301,-5.634,-3.04,20.58,1.176,1.083,1.098
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,2e-05,0.0329,-5.808,-9.67,20.57,2.001,1.718,3.428
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,3e-05,0.0384,-6.195,-7.17,14.12,1.56,1.038,2.442
5e-10,5e-10,1.2e-09,5e-10,2.5e-10,2.1e-05,3.5e-05,0.0412,-6.322,-5.26,10.8,0.99,0.476,0.563
5e-10,5e-10,1.2e-09,7e-10,5e-11,1.6e-05,2.5e-05,0.0382,-2.903,-12.46,17.46,1.777,1.373,2.77
5e-10,5e-10,1.2e-09,7e-10,5e-11,1.6e-05,1.5e-05,0.0326,-3.247,-2.62,21.59,1.115,0.941,0.698
5e-10,5e-10,1.2e-09,7e-10,5e-11,1.6e-05,2e-05,0.0354,-2.973,-9.36,20.72,1.863,1.559,2.937
5e-10,5e-10,1.2e-09,7e-10,5e-11,1.6e-05,3e-05,0.041,-2.884,-5.38,12.93,1.328,0.795,1.594
5e-10,5e-10,1.2e-09,7e-10,5e-11,1.6e-05,3.5e-05,0.0438,-2.871,-3.53,8.92,0.783,0.299,-0.582
5e-10,5e-10,1.2e-09,7e-10,5e-11,2.1e-05,2.5e-05,0.039,-5.294,-12.35,17.49,1.808,1.433,2.848
5e-10,5e-10,1.2e-09,7e-10,5e-11,2.1e-05,1.5e-05,0.0334,-5.312,-1.92,17.97,1.062,0.859,0.503
5e-10,5e-10,1.2e-09,7e-10,5e-11,2.1e-05,2e-05,0.0362,-5.213,-7.36,19.5,1.863,1.522,2.945
5e-10,5e-10,1.2e-09,7e-10,5e-11,2.1e-05,3e-05,0.0418,-5.38,-5.3,13.44,1.411,0.932,1.847
5e-10,5e-10,1.2e-09,7e-10,5e-11,2.1e-05,3.5e-05,0.0445,-5.446,-3.47,9.74,0.909,0.415,0.04
5e-10,5e-10,1.2e-09,7e-10,1e-10,1.6e-05,2.5e-05,0.0382,-2.884,-13.71,17.71,1.793,1.387,2.801
5e-10,5e-10,1.2e-09,7e-10,1e-10,1.6e-05,1.5e-05,0.0326,-3.234,-2.7,22.0,1.062,0.924,0.481
5e-10,5e-10,1.2e-09,7e-10,1e-10,1.6e-05,2e-05,0.0354,-2.948,-9.43,20.97,1.808,1.53,2.8
5e-10,5e-10,1.2e-09,7e-10,1e-10,1.6e-05,3e-05,0.041,-2.868,-5.87,13.28,1.339,0.813,1.625
5e-10,5e-10,1.2e-09,7e-10,1e-10,1.6e-05,3.5e-05,0.0438,-2.857,-3.87,9.35,0.793,0.32,-0.53
5e-10,5e-10,1.2e-09,7e-10,1e-10,2.1e-05,2.5e-05,0.039,-5.423,-13.5,17.69,1.824,1.456,2.879
5e-10,5e-10,1.2e-09,7e-10,1e-10,2.1e-05,1.5e-05,0.0334,-5.36,-1.97,18.38,1.002,0.849,0.244
5e-10,5e-10,1.2e-09,7e-10,1e-10,2.1e-05,2e-05,0.0362,-5.302,-7.63,19.79,1.798,1.486,2.782
5e-10,5e-10,1.2e-09,7e-10,1e-10,2.1e-05,3e-05,0.0417,-5.528,-5.73,13.71,1.436,0.958,1.916
5e-10,5e-10,1.2e-09,7e-10,1e-10,2.1e-05,3.5e-05,0.0445,-5.607,-3.77,10.06,0.932,0.442,0.143
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,1.6e-05,2.5e-05,0.0382,-2.873,-15.08,17.91,1.812,1.391,2.84
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,1.6e-05,1.5e-05,0.0326,-3.217,-2.75,22.36,1.015,0.911,0.278
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,1.6e-05,2e-05,0.0354,-2.927,-9.26,21.16,1.783,1.521,2.734
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,1.6e-05,3e-05,0.041,-2.86,-6.43,13.59,1.336,0.815,1.613
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,1.6e-05,3.5e-05,0.0437,-2.85,-4.26,9.74,0.792,0.331,-0.543
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,2.1e-05,2.5e-05,0.0389,-5.588,-14.82,17.83,1.85,1.473,2.933
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,2.1e-05,1.5e-05,0.0334,-5.422,-2.03,18.76,0.952,0.842,0.012
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,2.1e-05,2e-05,0.0362,-5.421,-7.82,20.02,1.767,1.477,2.701
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,2.1e-05,3e-05,0.0417,-5.712,-6.2,13.91,1.454,0.971,1.963
5e-10,5e-10,1.2e-09,7e-10,1.5e-10,2.1e-05,3.5e-05,0.0445,-5.805,-4.11,10.32,0.947,0.46,0.202
5e-10,5e-10,1.2e-09,7e-10,2e-10,1.6e-05,2.5e-05,0.0382,-2.871,-16.54,18.08,1.812,1.384,2.838
5e-10,5e-10,1.2e-09,7e-10,2e-10,1.6e-05,1.5e-05,0.0326,-3.198,-2.77,22.66,0.983,0.898,0.134
5e-10,5e-10,1.2e-09,7e-10,2e-10,1.6e-05,2e-05,0.0354,-2.915,-8.91,21.31,1.753,1.506,2.656
5e-10,5e-10,1.2e-09,7e-10,2e-10,1.6e-05,3e-05,0.0409,-2.861,-7.05,13.86,1.321,0.805,1.559
5e-10,5e-10,1.2e-09,7e-10,2e-10,1.6e-05,3.5e-05,0.0437,-2.854,-4.68,10.07,0.777,0.331,-0.625
5e-10,5e-10,1.2e-09,7e-10,2e-10,2.1e-05,2.5e-05,0.0389,-5.794,-16.33,17.91,1.854,1.477,2.943
5e-10,5e-10,1.2e-09,7e-10,2e-10,2.1e-05,1.5e-05,0.0334,-5.504,-2.08,19.1,0.928,0.835,-0.104
5e-10,5e-10,1.2e-09,7e-10,2e-10,2.1e-05,2e-05,0.0362,-5.579,-7.93,20.18,1.731,1.462,2.607
5e-10,5e-10,1.2e-09,7e-10,2e-10,2.1e-05,3e-05,0.0417,-5.938,-6.74,14.04,1.456,0.968,1.964
5e-10,5e-10,1.2e-09,7e-10,2e-10,2.1e-05,3.5e-05,0.0444,-6.045,-4.49,10.49,0.947,0.465,0.199
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,2.5e-05,0.0381,-2.881,-17.99,18.2,1.803,1.365,2.814
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,1e-05,0.0298,-4.258,-1.03,22.83,0.337,0.267,-4.602
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,1.5e-05,0.0326,-3.18,-2.75,22.9,0.953,0.877,-0.007
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,2e-05,0.0354,-2.913,-8.46,21.4,1.706,1.475,2.538
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,3e-05,0.0409,-2.876,-7.73,14.07,1.297,0.784,1.478
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,1.6e-05,3.5e-05,0.0437,-2.871,-5.14,10.35,0.757,0.32,-0.74
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,2.1e-05,2.5e-05,0.0389,-6.049,-18.03,17.91,1.854,1.47,2.942
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,2.1e-05,1.5e-05,0.0334,-5.614,-2.12,19.4,0.905,0.818,-0.218
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,2.1e-05,2e-05,0.0362,-5.783,-7.93,20.25,1.684,1.435,2.491
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,2.1e-05,3e-05,0.0417,-6.211,-7.33,14.09,1.446,0.95,1.931
5e-10,5e-10,1.2e-09,7e-10,2.5e-10,2.1e-05,3.5e-05,0.0444,-6.332,-4.91,10.58,0.938,0.457,0.152
5e-10,5e-10,1.2e-09,8e-10,5e-11,1.6e-05,2.5e-05,0.0396,-2.9,-12.67,17.46,1.665,1.276,2.393
5e-10,5e-10,1.2e-09,8e-10,5e-11,1.6e-05,1.5e-05,0.034,-3.251,-2.28,21.13,1.016,0.845,0.207
5e-10,5e-10,1.2e-09,8e-10,5e-11,1.6e-05,2e-05,0.0368,-2.971,-8.6,20.59,1.736,1.446,2.538
5e-10,5e-10,1.2e-09,8e-10,5e-11,1.6e-05,3e-05,0.0424,-2.883,-5.06,12.77,1.245,0.737,1.225
5e-10,5e-10,1.2e-09,8e-10,5e-11,1.6e-05,3.5e-05,0.0452,-2.871,-3.24,8.65,0.739,0.276,-0.918
5e-10,5e-10,1.2e-09,8e-10,5e-11,2.1e-05,2.5e-05,0.0404,-5.291,-13.4,17.52,1.693,1.333,2.468
5e-10,5e-10,1.2e-09,8e-10,5e-11,2.1e-05,1.5e-05,0.0348,-5.31,-1.68,17.48,0.969,0.77,0.015
5e-10,5e-10,1.2e-09,8e-10,5e-11,2.1e-05,2e-05,0.0376,-5.203,-6.88,19.37,1.737,1.408,2.546
5e-10,5e-10,1.2e-09,8e-10,5e-11,2.1e-05,3e-05,0.0431,-5.382,-5.04,13.3,1.322,0.858,1.474
5e-10,5e-10,1.2e-09,8e-10,5e-11,2.1e-05,3.5e-05,0.0459,-5.448,-3.19,9.47,0.855,0.384,-0.315
5e-10,5e-10,1.2e-09,8e-10,1e-10,1.6e-05,2.5e-05,0.0396,-2.881,-13.45,17.68,1.679,1.286,2.422
5e-10,5e-10,1.2e-09,8e-10,1e-10,1.6e-05,1.5e-05,0.034,-3.236,-2.35,21.54,0.964,0.83,-0.026
5e-10,5e-10,1.2e-09,8e-10,1e-10,1.6e-05,2e-05,0.0368,-2.944,-8.53,20.82,1.677,1.41,2.38
5e-10,5e-10,1.2e-09,8e-10,1e-10,1.6e-05,3e-05,0.0424,-2.867,-5.49,13.12,1.255,0.755,1.256
5e-10,5e-10,1.2e-09,8e-10,1e-10,1.6e-05,3.5e-05,0.0451,-2.857,-3.54,9.08,0.749,0.296,-0.866
5e-10,5e-10,1.2e-09,8e-10,1e-10,2.1e-05,2.5e-05,0.0403,-5.422,-14.3,17.7,1.707,1.352,2.497
5e-10,5e-10,1.2e-09,8e-10,1e-10,2.1e-05,1.5e-05,0.0348,-5.356,-1.72,17.89,0.91,0.76,-0.263
5e-10,5e-10,1.2e-09,8e-10,1e-10,2.1e-05,2e-05,0.0376,-5.291,-7.07,19.65,1.667,1.371,2.361
5e-10,5e-10,1.2e-09,8e-10,1e-10,2.1e-05,3e-05,0.0431,-5.532,-5.41,13.56,1.345,0.882,1.544
5e-10,5e-10,1.2e-09,8e-10,1e-10,2.1e-05,3.5e-05,0.0459,-5.61,-3.46,9.8,0.876,0.411,-0.213
5e-10,5e-10,1.2e-09,8e-10,1.5e-10,1.6e-05,2.5e-05,0.0396,-2.87,-14.16,17.86,1.697,1.289,2.462
